Detox – Heavy Metal #3;;Afeitrun - Þungmálmar # 3;;64/65/66/67/68/69/70/71/72/73/74/75/63/146/148/152/250/304/306/440/444/465/522/625/635/676/727/751/787/880/1036/1505/3040/3176/10000;
Detox – Lead;;Afeitrun - Blý;;4202.3/1892.62/94.23/4.69;
Detox – Mercury;;Afeitrun - Kvikasilfur;;1892.62/94.23/4.69/2820.76/140.44/6.99;
Detox – Pesticide;;Afeitrun - Skordýraeitur;;1/6/26/73;
Detox – Proteins - Toxic;;Afeitrun - Prótein - eitrað;;9887;
Detox – Respiratory general;;Afeitrun - Öndunarfæri Almennt;;20.5/6.3/148/9.19/9.2/146/333/523/768/786/444/1865/428/522/555/660/690/727.5/787/802/1550/880/3176/10000;
Detox – Toxins - Other to Eliminate;;Afeitrun - Eiturefni - til að eyða;;0.5/2.5/6.3/148.9.19/9.2/20/146/333/523/768/786/428/444/1865/522/555/660/690/727.5/787/802/1550/880/10000;
Detox – Vaccinations (Reaction to);;Afeitrun - Bólusetningar (Viðbrögð við);;10000;
Diabetes;Warning can cause large drop in blood sugar level;Sykursýki;Viðvörun getur valdið stór lækkun á blóðsykri;20/35/465/6.8/440/484/660/727.5/787/800/803/880/1850/2008/2127/2000/2003/2013/2050/2080/5000;
Diabetes secondary;Warning can cause large drop in blood sugar level;Sykursýki annars stigs;Viðvörun getur valdið stór lækkun á blóðsykri;10000/2720/2170/1800/1550/880/802/727.5/465/20;
Diabetes tertiary;;Tertiary sykursýki;;1850/4000/500;
Diabetes (1);;Sykursýki (1);;4200/2128/1865/1850/1550/787/465/444/125/95/72/48/302;
Diabetes associated infection (1);;Sykursýki tengist sýkingu (1);;2020/800/727.5/190/80/20;
Diabetic loading;;Sykursýki hleðsla;;35/700;
Diabetic toe ulcer (1);use Staph aureus freqs and see Staph general - General antiseptic/and Circulation stimulation as needed;Sykursýki tá sár (1);nota Staph aureus freqs og sjá Staph almenna - General sótthreinsandi / og dreifingu örvun sem þarf;786/1050/1.2/5000/832/20;
Diarrhea;see also Clostridium difficile/E. coli/and for chronic problems - giardia and IBS freqs. Also see Parasite general set if no relief.;Niðurgangur;sjá einnig Clostridium difficile / E. coli / og langvarandi vandamál - Giardia og IBS freqs. Sjá einnig Parasite almenn Ef ekkert hefur dregið.;1550/880/832/802/786/727.5/465;
Diastolic hypertensive;also see Kidney insufficiency;Háþrýstings þanbils;sjá einnig nýra nýrnastarfsemi;9,2;
Diphtheria;bacterial infection causing sore throat/fever/rapid heartbeat - nausea/chills/headache and may progress to damage heart and nerves from bacterial toxins. Rare in US.;Barnaveiki;bakteríusýking veldur særindi í hálsi / hita / hraður hjartsláttur - ógleði / hrollur / höfuðverkur og getur leitt til tjóns hjarta og taugar frá bakterfueiturs. Sjaldgæft í Bandaríkjunum.;151/624/776/340/925/432/590/788;
Disc - herniated;;Diskur - herniated;;727.5/787/2720/10000;
Distemper – Dogs - Cats - Seals - Lions;;Distemper - Hundar - Kettir - Selir - Lions;;242/253/254/255/312/442/551/573/624/660/690/727.5/671/712/760/940/950/1269/1950/8567;
Distortion (twisting of muscles/spine);;Röskun (snúa af vöðvum / hrygg);;9.1/110;
Diverticulosis;characterized by tiny hernias of intestinal tissue protruding through the muscular wall of the colon;Sarpbólga;einkennist af pínulitlum hernias þarma vef útstæð gegnum vöðva vegg í ristli;154/934;
Dog and cat hostility;;Hundur og köttur óvild;;3,6;
Downs syndrome palliative;Also see Candida - Fungi - Molds and Yeasts;Downs heilkenni líknandi;Einnig sjá Candida - Sveppir - mygla og ger;20/5000;
Drug addiction;;Eiturlyfjafíkn;;20;
Duodenitis;;Duodenltis;;223;
Dupuytrens contracture;4th and 5th finger curling into hand/unable to straighten;Dupuytrens contracture;4. og 5. fingur krulla í hendur / ófær að rétta;1.2/250;
Dysentery;acute diarrhea with blood and mucus. Also use Entamoeba histolyica/Salmonella/and Shigella;Dysentery;bráðaniðurgangur með blóði og slími. Einnig nota Entamoeba histolyica / Salmonella / og Shigella;1552/802/832;
Dyspepsia (indigestion);;Meltingartruflanir (meltingartregða);;1550/880/802/787/727.5;
E. coli (Escherichia coli);can cause infections in wounds and the urinary tract. If using these leads to cold symptoms/follow with Adenovirus freqs;E. coli (Escherichia coli);getur valdið sýkingum í sárum og þvagfærum. Ef nota þessar leiðir til kaldra einkenni / fylgja eitlaveiru freqs;282/289/7849/327/548/333/413/642/799/802/804/832/957/1320/1550/1722;
E. coli mutant strain;;E. coli stökkbreyttur stofn;;556/934/1242/1244/1703/632/634/776;
Ear conditions/various;discharges/tinnitus/itching/hearing loss. Also see Otitis.;Eyra skilyrði / ýmsir;losun / eyrnasuð / kláði / heyrnarskerðing. Einnig sjá miðeyrnabólgu.;9.19/10000/880/787/727.5/20/410/158/201/340/440/535/542/645/652/683;
Ear fungus (1);;Eyra sveppur (1);;854;
Ear - Cholesteatoma;;Eyra - cholesteatoma;;453/618/793/5058;
Ear - Deafness for otosclerosis;;Eyra - Heyrnarleysi er otosclerosis;;9.19/9.2;
Ear - Deafness - partial to complete;;Eyra - Heyrnarleysi - hluta eða að fullu;;9.19/9.2/20/65/660/690/727/760/787/802/1550/880/10000;
Ear - Discharge from Ears;;Eyra - Rennsli frá eyrum;;9.19/9.2/20/660/690/727/787/880;
Ear - Eustachian Tube - Inner Ear Inflammation;;Eyra - Eustachian Tube - Innri Ear Bólga;;465/660/690/727/776/787/802/1550/880;
Ear - Fungus in Ear;;Eyra - Sveppur í eyra;;854;
Ear - General Ear Conditions;;Eyra - Almenn meðferð;;9.19/9.2/20/158/201/340/410/440/535/542/645/652/660/690/727/683/787/880/10000;
Ear - Menieres Disease #1;(Run for at least 7 minutes);Eyra - Jafnvægi - Svimi # 1;(Keyra að minnsta kosti 7 mínútur);8.8/9/33/329;
Ear - Menieres Disease #2;(Run for at least 26 minutes);Eyra - Jafnvægi - Svimi # 2;(Keyra að minnsta kosti 26 mínútur);333/523/768/786/465/428/590/660/690/727/782;
Ear - Menieres Disease #3;(Run for at least 16 minutes);Eyra - Jafnvægi - Svimi # 3;(Keyra að minnsta kosti 16 mínútur);787/802/1550/880/1130/5000;
Ear - Mite Follicle - Demodex folliculorum;;Eyra - eggbús Mite - Demodex folliculorum;;1690,51;
Ear - Mucor racemosus fresen;;Eyra - Mucor racemosus Fresen;;310/474/875/473/686/713/729/731/751/760/778/871/873/876/878/887/1200/7768/7976/8788;
Ear - Otitis Externa;;Eyra - Yfirborð Otitis;;174/464/482/660/690/727/770/784/787/880/5311;
Ear - Otitis Media;(Run for at least 10 minutes);Eyra - miðeyrnabólgu;(Keyra að minnsta kosti 10 mínútur);72/125/316/440/522/720/784/786/802/1550/880;
Ear - Otosclerosis;;Eyra - otosclerosis;;9.19/9.2;
Ear - Tinnitus;;Eyra - Eyrnasuð;;9.2/20/787/660/690/727/784/880/2720;
Ear - Wax - Excessive (Cerumen);;Eyra - Vax - Óhófleg;;311/320/750/720/984;
Pulmonary Fibrosis;;Lungnatrefjun;;700.02/1462.29/410/1550/220/802.05/465/27;
Ear wax;;Eyrna vax;;311/320/750/984;
Ebola Virus - Ebola hemorrhagic fever;;Ebola Veira - Blæðandi hiti;;169/234/239/244/479/957/1195/1914/3828;
Echinococcus;tapeworms found in dogs/wolves/cats/& rodents that can infect man;Bandormur - Echinococcus;bandormum finnast í hundum / úlfum / köttum / og nagdýrum - getur lagst á mann;164/453/542/623;
Echovirus;;Koxakkíveira Ekkóveira;;461/514/600/625/650/620/722/765/788/922;
Echovirus II;Endometriosis Tuberylosa/causes a type of meningitis;Koxakkíveira Ekkóveira annars stigs;Legslímuvilla Tuberylosa / veldur tegund af heilahimnubólgu;620/625/722/765/922/514/788/461;
Eczema - Dermatitis;;Exem - Húðbólga;;9.19/9.2/9.39/9.4/415/707/802/1550/916/787/660/690/770/727.5/10000/5000/2720/2180/2127.5/2128/664/120/20;
Eczema in vascular and lung functional disturbances;;Exem í æðum og lungum starfrænna truflana;;9,39;
Eczema (1);;Exem (1);;770/916/415;
Edema and swelling;;Bjúgur og bólga;;522/146/6.3/148/444/440/880/787/727.5/465/20/5000/10000;
Electrolyte levels;water/sodium/potassium to improve;Blóðseltu stig;vatn / natrium / kalium til að bæta;8.1/20/10000;
Elephantiasis;use with parasite/esp roundworm and nematode freqs;Elephantiasis;nota með sníkjudýra / ESP roundworm og þráðormurinn freqs;623/824/865/710;
Emotional ties to diseases;;Tilfinningaleg tengsl við sjúkdóma;;764/664;
Emotional states - to stabilize;;Emotional ríki - til að koma á stöðugleika;;15/644/764/664;
Emphysema;use with parasite/esp roundworm freqs;Lungnaþemba;nota með sníkjudýratíðnir - sérstaklega hringormatíðnir;1234/3672/7344/880/787/727.5/120/20/80;
Encephalitis - inflammation of the tissues of the brain and spinal cord;;Heilabólgu - bólga í vefjum heilans og mænu;;841;
Endometriosis - chronic;growth of uterine tissue outside the uterus that may cause pain/infertility/& abnormal uterine bleeding. Use with general parasite/liver and pancreatic fluke sets;Legslímuvilla - langvarandi;vöxtur í legvefjar utan legsins sem getur valdið verkjum, ófrjósemi & óeðlilegum blæðingar. Notkun með almenna sníkjudýr / lifur og brisi;246/800/1550;
Energy and vitality;;Orka og fjör;;5000/9999/10000;
Entamoeba histolytica - highly damaging protozoa causing dysentery and liver infection;;Entamoeba histolytica - mjög skaðlegt frumdýr, veldur blóðkreppusótt og lifrar sýkingu;;148/166/308/393/631/778;
Enterococcinum;homeopathic nosode for Strep-family organisms found in the digestive and urinary tracts;Enterococcinum;hómópatísk nosode fyrir Strep fjölskyldu lífverur finnast í meltingarfærum og þvagi svæða;686/409;
Enterohepatitis;inflammation of bowel & liver;Enterohepatitis;bólga í þörmum og lifur;552/932/953;
Enuresis;bed wetting. Use with parasite sets;Ósjálfráð þvaglát;Næturvæta. Notkun með sníkjudýratíðnum;10000/880/787/727.5;
Epicoccum;;Epicoccum;;734/778;
Epicondylitis (tennis elbow) lateral or vertical;;Epicondylitis (tennis olnbogi) hlið eða lóðrétt;;1.2/250/728/766/776/880;
Epidermophyton floccosum;fungus that attacks skin & nails/including some athletes foot and jock itch ringworms. Also see Microsporum freqs and Fungal general if necessary.;Húðþekjusvepp floccosum;sveppur sem ræðst húð & neglur / þar á meðal sumir íþróttamenn fæti og Jock kláði hringorma. Sjá einnig örsporasvepp freqs og sveppasýkingar almennt ef þörf krefur.;465/784/644/766/345;
Epididymitis - inflammation of testicle area/ducts. See also Orchitis.;;Epididymitis - bólga í eista svæði / vöru. Sjá einnig orchitis.;;1500/880/787/727.5/20/776/465;
Epilepsy;;Flogaveiki;;21/10000/880/802/1550/787/700/660/690/727.5/600/625/650/210/633/125/20;
Epstein-Barr virus;the herpes virus causing mononucleosis;Epstein-Barr veira;herpes veira veldur mononucleosis;105/172/253/274/660/663/667/669/738/825/8768/1013/1920/6618;
Epstein-Barr virus secondary;also try General parasite and roundworm freqs;Epstein-Barr veira efri;Einnig reyna Almenn Sníkjudýr og roundworm freqs;744/776/778/465/880/787/727.5/1032/1920;
Enterococcinum;;Enterococcinum;;686;
Erysipelas;bacterial infection manifesting in skin inflammation caused by strep pyogenes or other pathogens and possibly related to the swine form of the disease;Erysipelas;bakteríusýking manifesting í bólgu í húð af völdum streptokokka pyogenes eða öðrum sjúkdómsvöldum og hugsanlega tengjast svínum formi sjúkdómsins;616/776/735/845/660/10000/880/787/727.5/465/20;
Erythema nodosum;;Erythema nodosum;;9,39;
Esophagus;constriction. Also see General antiseptic and dental freqs;Vélinda;þrengingu. Sjá einnig Almennar sótthreinsandi og tann freqs;880/787/727.5;
Euglena;;Euglena;;432/3215/3225/3325/6448;
Eustachian tube inflammation;;Eustachian rör bólga;;1550/880/802/787/776/727.5/465;
Eye disorders;blurred vision/cataracts/crossed eyes/diplopia - infections - etc.;Augnvandamál;þokusýn, Starblinda, rangeygi, tvísýni - sýkingar - o.fl.;1830/1600/10000/880/787/727.5/20/1552/160/350/360/2010/1335/496/400;
Eye inflammation;also see General antiseptic;Bólga í auga;sjá einnig Almennar sótthreinsandi;1.2/250/80;
Eyes (glaucoma);;Augu (gláka);;600/690/1600/1830/880/787/727.5;
Eyesight (to improve);;Sjón (til að bæta);;266/350/360/1830;
Eye – General Range of Eye Ailments;;Augu - Almennar tíðnir augnkvellar;;20/80/160/350/360/400/496/660/690/727.5/787/802/1550/880/1335/1552/1600/1830/2010/10000;
Eye – Cataracts - all types (to improve vision);;Augu - drer - allar tegundir (til að bæta sjón);;20/160/350/360/400/496/660/690/727.5/666/740/784/787/790/880/1335/1552/1600/1654/1830/1860/2010/2110/2187/2195/2211/5000/10000;
Eye – Cataracts - all types (to improve vision) Secondary;;Augu - drer - allar tegundir annars stigs (til að bæta sjón);;80/325/774/800/802/1550/1500/2790/2876;
Eye – Catarrh;;Augu - catarrh;;380/802/1550/880/787/660/690/727.5/380/444/1865/20/800;
Eye – Conjunctivitis – from Bacillus subtilis;;Augu - tárubólga - frá Bacillus subtilis;;432/722/822/1246;
Eye – Conjunctivitis – from Chlamydia trachomatis;;Augu - tárubólga - frá Chlamydia trachomatis;;430/555.7/620/624/840/866/2213/1111.4/2222.8;
Eye – Conjunctivitis – from other sources;;Augu - tárubólga - af öðrum toga;;20/80/489/660/690/727.5/787/802/1550/880/1600/1830/10000;
Eye – Cornea Inflammation;;Augu - glæru Bólga;;102/705;
Eye – Diplopia – Crossed Eyes;;Augu - Tvísýni - Rangeyga;;20/80/660/690/727.5/787/802/1550/880/1830/1600/10000;
Eye – Diplopia – Crossed Eyes Secondary;;Augu - Tvísýni - Rangeygja  annars stigs;;160/350/360/400/496/1335/1552/2010;
Eye – Discharge – Watery;;Augu - Rennsli - vökvi;;436/595/775/952;
Eye – Floaters run for 15min daily;;Augu - Augngrugg;Keyra í 15 mínútur daglega;1830;
Eye – Fusarium general;;Augu - Hornhimnu sveppur almennt;;600/625/650/746/768;
Eye – Fusarium oxysporum;;Augu - Hornhimnu sveppur oxysporum;;102/332/705/780/795;
Eye – Macular Degeneration;;Augu - sjónudílsrýrnun;;1828/1830/1832/1834/1836/1838/1840/1842/1844/1846/1848/1850/1852/1854/1856/1858/1860;
Eye – Photosensitivity (possibly due to drugs);;Augu - ljósnæmi (hugsanlega vegna lyfja);;3/230/330;
Eye – Stye;;Augu - Vogris;;20/350/360/453/660/690/727.5/787/880/1830/2600/10000;
Eye – Trachoma – Chlamydia pneumoniae;Run for 5 minutes;Augu - Trachoma - Klamydía pneumoniae;Keyra í 5 mínútur;4710.5/470/471/472/479/620/940.1/942.9/1880.1/1885.9/3760.3/3771.7/7520.5/7543.4;
Eye – Trachoma – Chlamydia pneumoniae Secondary;Run for 5 minutes;Augu - Trachoma - Klamydía pneumoniae annars stigs;Keyra í 5 mínútur;471/942/1886/3772/7543;
Eye – Trachoma – Chlamydia trachomatis;;Augu - Trachoma - Chlamydia trachomatis;;430/555.7/620/624/840/866/1111.4/2213/2222.8;
Facial cramps;;Andlitis krampar;;10000/6000/304/1131/33;
Facial paralysis;;Andliti lömun;;660/690/10000/880/787/727.5;
Facial toning;;Andliti hressing;;1,2;
Fainting;;Yfirlið;;20;
Fascia;fibrous tissue under the skin. Also see Fibroid freqs;Töfra;trefjakenndur vefur undir húð. Sjá einnig fibroid freqs;20;
Fatigue/general;;Þreyta - almenn;;428/424/664/660/464/125/120/95/72/20/444/1865/465/660/690/727.5/10000/5000;
Fear - emotions and mind;;Ótti - tilfinningar - huglægt;;1.1/73/5.8;
Febris wolhynia;a Rickettsial illness/transmitted by lice/that is debilitating and conducive to relapse;Wolhynia með hita;a Rickettsial veikindi / senda lús / sem er lamandi og stuðla að bakslagi;547/356;
Fel tauri;homeopathic preparation of ox bile;Fel Tauri;hómópata undirbúningi uxa galli;672;
Feli;;Feli;;435;
Feline (cat) leukemia;;Hvítblæði köttur;;258/332/414/424/544/830/901/918/997/741/743;
Feli;;Feli;;435/742;
Felis;;Felis;;430/834/2232/3233;
Felon (pus/infection of fingertips);;Afbrotamans (gröftur / sýking seilingar) ??;;657/659/738/751;
Felon II;;Afbrotamans annars stigs ??;;663/665/720/722;
Feloris Wolyhnica;;Feloris Wolyhnica;;547;
Fever (various causes);;Hiti (ýmsar ástæður);;880/800/832/422/2112/787/660/690/727.5/2112/20;
Fever/sunstroke;;Hiti - sólstingur;;20/440/880;
Fibroadenoma mamane;non-cancerous/fibrous nodules in the breasts;Æxlisvöxtur í brjósti (góðkynja);ekki krabbameins / trefja smáhnúður í brjóstum;1384;
Fibromyalgia - first try;(run for 20 to 30 minutes);Vefjagigt - fyrst þessi;Keyra í 20 til 30 mínútur hverja;328/2720/9000;
Fibromyalgia - Then run these;for 6 minutes each;Vefjagigt - síðan þessi;Keyra í 6 mínútur hverja;20/120/140/304/326/464/660/690/727.5/664/800/880/2128/2180/2489/3176/5000/6000/10000;
Fibromyalgia;;Vefjagigt;;328/880/800/728/5000/2720/2180/2128/664/464/304/120/20;
Fibromyalgia (1);;Vefjagigt (1);;120/140/304/464/728/800/880/2489/3176/5000/6000/9000;
Fibrosarcoma;;Trefjasarkmein;;1744;
Fibrosis;Scarring in connective tissue;Fibrosis;Ör myndun í bandvef;27.5/220/410;
Fibropendulum;;Fibropendulum;;661/7465/211/233/766;
Fischpyrogen;;Fischpyrogen;;832;
Fissures;;Sprungur;;787/20/10000;
Fistula Dentalis;;Fistill Dentalis;;550/727.5/844/878/1122;
Fistula/ulcer;see also Staph freqs;Fistill / sár;sjá einnig Staph freqs;880/832/787/727.5;
FIV;;FIV;;262/323/372/404/567/712/742/760/773/916/1103/1132/3701;
Flatulence;;Vindgangur;;1550/880/802/787/727.5/465;
Flea;;Fló;;2374;
Fluor Alb;homeopathic cell salt;Flúor Alb;hómópatísk klefi salt;110/342/420/423/688/757;
Follicular mange;contagious dermatitis found in many animals that is caused by mites and in which the principal activity is at the hair follicles;Follicular mange;smitandi húðbólga finna í mörgum dýrum sem orsakast af sníkjudýrum og þar sem helsta starfsemi er á hársekkjum;253/693/701/774;
Folliculitis/hot-tub (tiny pimples);;Hárslíðursbólga / heitum potti (pínulítill bóla);;174/482/5311;
Food poisoning;some classes. Also use Salmonella typhimurium and see General antiseptic/Abdominal pain/and Abdominal inflammation.;Matareitrun;sumir flokkar. Einnig nota Salmonella typhimurium og sjá Almennar sótthreinsandi / kviðverkir / kviðarholi bólgu.;1552/802/832;
Foot & mouth syndrome;a mild viral infection found in young children;Foot & munni heilkenni;vægt veirusýking finna í ungum börnum;232/237/1214/1243/1244/1271/5411;
Foot-blisters;;Fóta-blöðrur;;10000/880/787/727.5/465;
Fractures;;Beinbrot;;220/230/10000/880/787/727.5;
Frequency fatigue tiredness - from using frequency generator too long;;Tíðni þreytu þreyta - frá því að nota tíðni rafall of langur;;1.55/10.55/7.83;
Frigidity - female;;Frygð - kvenkyns;;10000/20;
Frigidity - impotence - many types;;Frygð - getuleysi - margar tegundir;;1.1/73/9.39/9.4/95/20/72/124/125/335/465/536/600/625/650/622/660/690/727.5/712/787/802/1550/880/2008/2127.5/10000;
Frostbite;;Kal;;880/787/727.5;
Frozen shoulder;;Frosin öxl;;10000/880/802/787/727.5;
Fruitfly;;Ávaxtafluga;;2167;
Fungus EW range;;Sveppur EW svið;;823/824/825/826/827/828/829;
Fungus flora (1);;Sveppagróður (1);;331/336/555/587/632/688/757/882/884/887;
Fungus/general;also see candida/yeast/and other specific types;Sveppur / Almennt;sjá einnig Candida / ger / og aðrar tilteknar tegundir;72/254/422/582/787/1016/1134/1153/2222/465/1550/784/880/802/727.5/20;
Fungus and mold - general;;Sveppur og mygla - Almennt;;728/880/784/464/886/866/414/254/344/2411/321/555/942/337/766/1823/524/374/743/132/866;
Furunkulosis (boils on skin. Also use Staph aureus freqs);;Furunkulosis (sýður á húð. Staph aureus freqs nota einnig);;880/1550/802/787/727.5/465/660/20/116/770;
Furunkulosis herpes;also see Herpes general and Furunkulosis;Furunkulosis herpes;Einnig sjá Herpes almennt og Furunkulosis;200/1000/1550/802/787/727.5;
Fusarium general;;Fusarium almennt;;768/625/746;
Fusarium oxysporum;a fungus causing inflammation of the cornea of the eye;Fusarium oxysporum;sveppur veldur bólga í hornhimnu augans;102/332/705/795/780;
Gaetner;;Gaetner;;519/577/767/693;
Gall bladder dystonia with osteitis;;Gallblöðru truflaðrar vöðvaspennu hjá osteitis;;2.65/3000/880/787/727.5/20;
Gallbladder pain;;Gallblöðru verkir;;1550/800;
Gallstones;;Gallsteinar;;2.65/3.5/3000/1552/800/880/787/727.5/20/6000/10000/444;
Gangrene/general;see also Clostridium/Circulatory stasis/Infection general/and Bacterium coli;Drep - Almennt;sjá einnig Clostridium / blóðrásarkerfi stasis / Inféction almennt / og bakteríunni coli;1.1/660/690/727.5/880/787/20/73;
Gardnerella;bacteria that can infect and inflame the vaginal mucosa;Gardnerella;bakteríur sem geta lagst og inflame slímhúð legganga;320/695/782/995/329/485/16927.6;
Gasoden;;Gasoden;;878;
Gastritis and flatus;;Magabólga og vindgangur;;880/832/802/787/727.5/676/422/20;
General antiseptic;;Almennar tíðnir - sótthreinsandi;;1550/802/880/787/760/727.5/465/444/450/428/660/10000/5000;
General balancing;;Almennar tíðnir - jafnvægi;;1130/1131/33;
General malady;;Almennar malady;;10000/5000;
General prophylaxis;;Almennar tíðnir - fyrirbyggjandi;;20/64/95/125/225/427/440/664/728/784/880/802/832/680/760/1550/464/10000/676/1488;
General demo (greatest hits);;Almennar kynningu (Greatest Hits);;728/120/786/128/880/422/464/644/676/688/712/732/800/1550/1862/2112/2128/4412/3040;
General comprehensive/complete Blaster5 program;;Almennar alhliða / heill Blaster5 program;;80/120/400/500/600/622/666/690/727.5/740/776/784/787/800/880/1500/1550/1560/1570/1600/1800/1840/1998/2000/2008/2128/2489;
General program/EMEM Main Freqs;;Almenn námsbraut / EMEM Helstu freqs;;720/1550/20/4200;
Geotrichum candidum;fungus found in feces and dairy products whose manifestations resemble those of candida;Geotrichum candidum;sveppur fannst í saur og mjólkurafurðum hvers birtingarmyndum líkjast þeim Candida;350/355/384/386/403/404/407/409/410/412/415/418/543/544/687/987/988/737/700;
German measles (rubella);;Þýskir mislingar (rauðir hundar);;510/517/796/967/368/734/772;
German measles secondary;;Þýskir mislingar - annars stigs;;727.5/787/880;
Gingivitis;inflammation of gums. See also Dental/Dental foci/Stomatitis. Take calcium and magnesium internally and brush with myrrh or goldenseal and CoQ10;Tannholdsbólga;bólga í tannholdi. Sjá einnig Dental / Dental Foci / munnbólga. Taka kalk og magnesíum og bursta með myrru eða Goldenseal (kjarnaolíur) og CoQ10;1550/880/802/787/728/726/465/20/1556/776/465;
Glandular fever;;Kirtlar - hiti;;10000/20;
Glandular fever - thyroid exp;;Kirtlar - hiti - skjaldkirtill;;10000/20/16000;
Gliocladium (brain fungus);;Sveppur (heila sveppur);;855/469/633;
Gonorrhea;;Lekandi;;600/625/650/660/690/727.5/712/16628.88/927.9;
Gout (see also Kidney freqs);;Þvagsýru gigt (sjá einnig nýrna tíðnir);;9.39/3000/10000/880/787/727.5/20;
Gout;(Run for 10 minutes each);Þvagsýru gigt;(keyra hverja tíðni í 10 mínútur);465/727.5/784/787/880/1560;
Granuloma dent;;Bólguhnúðum ann;;441;
Gravel in urine;;Möl í þvagi;;2.65/3000/880/787/727.5/20;
Green Dye;;Grænn Dye;;563/2333;
Haemophilia tonic;hereditary bleeding disorders in which the blood does not readily clot;Dreyrasýki jöfnun;Arfgengt - blæðingar - blóðið storknar ekki auðveldlega;778/845/751;
Hair - human;;Mannshár;;646;
Halitosis;bad breath. See also Pharyngitis/Dental/Parasite general/and General antiseptic sets;Andremma;Slæmur andardráttur. Sjá einnig Hálsbólga - Tanntíðnir - sníkjudýr almenn - og almennar sótthreinsandi tíðnir;1550/802/880/787/727.5/20;
Hallucinations;;Ofskynjanir;;660/690/727.5/10000/880/787/20;
Hand - foot & mouth syndrome;a mild viral infection found in young children;Hönd - fótur og heilkenni munni;vægt veirusýking finna í ungum börnum;232/237/1214/1243/1244/1271/5411;
Hangover;see also Kidney and Liver support freqs;Timburmenn;sjá einnig nýrna og lifrar stuðnings tíðnir;10000/522/146;
Hay fever (only some types);;Heymæði (aðeins nokkrar tegundir);;880/787/727.5/20;
Head injury followup;Seek immediate medical attention!;Höfuðáverkar - eftirfylgni - leitið strax læknis!;;9.6/3000/880/787/727.5/522/72/5.8/4.9;
Headaches;;Höfuðverkur;;40/304/144/160/1.2/250/520;
Headaches caused by vertebral misalignment;Not a substitute for adjustment;Höfuðverkur af völdum óreglu hryggjarliða;Ekki í staðinn fyrir aðlögun/jöfnun;1.2/250/9.6/160/3000;
Headaches due to parasites;see also Parasites/strongyloides;Höfuðverkur vegna sníkjudýra;sjá einnig sníkjudýr - Hringormur;1.1/1.2/250/72/160/125/95/160/73/20/660/690/727.5/3000;
Headaches due to toxicity;;Höfuðverkur vegna eituráhrifa;;1.2/250/160/522/146/4.9/660/690/727.5/3000/880/787/20;
Headaches unknown cause;;Höfuðverkur - óþekkt orsök;;1.2/250/20.5/10/4/5.8/6.3/148/7.83/14/72/95/125/144/160/304/333/523/768/786/428/444/1865/555/650/625/600/660/690/727.5/1000/3000;
Headaches urogenitally caused;;Höfuðverk Orsök urogenitally;;1.2/250/9.39/9.4/160/333/523/768/786/555/3000;
Healing and regeneration;;Heilun og endurbygging;;2720;
Heart tonic;lab animals only. See also Staph infection/Circulatory stasis/and Kidney freq sets;Hjarta jöfnun - sjá punkta;Rannsóknarstofu dýr eingöngu. Sjá einnig Strepto sýkingu / blóðrásarkerfi stöðnun og Nýrna tíðnir;80/160/20/73/3.9/3000/880/787/727.5/465/125/95/20/1.2;
Heartburn/chronic;see also Staph and Strep general sets;Brjóstsviði - langvarandi;sjá einnig Staph og streptokokka almennar tíðnir;832/2720/2170/2127/1800/1600/1550/802/1500/880/787/727.5/685/465/444/1865/125/95/72/20;
Helicobacter pylori (ulcer);previously called Campylobacter pylori - present in people with chronic gastritis and gastric ulcers;Helicobacter pylori (magasár);áður kallað Campylobacter pylori - til staðar hjá fólki með langvinna bólgu og magasár;676;
Helicobacter pylori II;;Helicobacter pylori annars stigs;;2167/728/880/2950;
Helminthosporium;the reproductive element of parasitic worms;Helminthosporium;æxlun þáttur sníkjudýra ormum;793/969;
Haemobartonella felis;;Felis Haemobartonella;;603/957;
Hemophilia;;Dreyrasýki;;603;
Hemorrhage;;Blæðing;;1550/802;
Hemorrhoids;;Gyllinæð;;4474/6117/774/1550/447/880/802/727.5;
Hepatitis A;;Llifrarbólga A;;321/346/414/423/487/558/578/693/786/878/3220/717;
Hepatitis B;;Lifrarbólga B;;334/433/767/869/876/477/574/752/779;
Hepatitis C;also try Parasites - schistosoma mansoni frequencies;Lifrarbólga C;Einnig reyna sníkjudýr - Schistosoma mansoni tíðnir;166/224/317/329/528/633/929/930/931/932/933/1371/2189;
Hepatitis - general;;Lifrarbólga - Almennt;;28/1550/1351/880/802/727.5/224/317/329/477/922;
Hepatitis - general secondary;;Lifrarbólga - Almennt - annars stigs;;284/458/477/534/788/922/9670/768/777/1041;
Hernia;;Hernia - blóð;;10000/787/727.5/2720/5000;
Herpes - general;;Herpes vírus - Almennt;;1577/1550/1489/464/1900/304/1488/2950;
Herpes progenetalis;genital also use Herpes simplex II;Progenetalis Herpes;Á kynfærum einnig nota (Herpes simplex annars stigs);141/878/898/5310/440/171/660/590/1175;
Herpes simplex I;cold sores - primarily non-genital - first try Herpes - general;Herpes simplex I;frunsur - ekki á kynfærum - fyrst reyna (Herpes vírus - almennt);322/476/589/664/785/822/895/944/1043/1614/2062/2950;
Herpes simplex I (exp);;Herpes simplex I (exp);;467.8/935.5/1871/3742/7484;
Herpes simplex I (1);;Herpes simplex I (1);;339/343/480/591/778/782/843/1614/657/699/700/734;
